id,latitude,longitude,count,capacity_mw,iso3,landscape_area_km2
28540,36.992954,122.081437,8,13.6029491987085,CHN,7.05551582476865
28541,37.033596,122.124282,10,18.2798085537884,CHN,8.2129619514823
28542,37.240191,122.372936,5,7.95632230875333,CHN,4.00817686036253
28543,37.278976,122.33213,8,13.5105692168662,CHN,7.21108405138826
28547,37.358751,122.486549,27,52.6279316207268,CHN,17.3168882161007
28548,37.327183,122.510718,31,62.3642365130043,CHN,23.8622074000798
28549,37.349902,122.527395,3,,CHN,3.02523617056441
28803,37.106803,122.121439,3,,CHN,2.69578822107065
28804,37.295556,122.026153,4,,CHN,4.63214126921701
28805,37.279643,122.024074,2,,CHN,2.48605621268296
28806,37.266952,121.992462,4,,CHN,4.2429199899109
28807,37.279425,121.972344,15,29.5009140200926,CHN,11.2959292276163
28808,37.297526,122.002992,2,,CHN,2.75648834969521
28809,34.266478,120.243979,8,14.1150936967615,CHN,5.7656618190878
28810,34.262733,120.173563,16,30.700112656381,CHN,10.200482231341
28880,37.388881,122.568575,6,10.2689185936964,CHN,3.50474841383517
28975,37.005973,122.530337,2,,CHN,2.79354673154163
28976,36.965615,122.35687,2,,CHN,2.62324270122248
28977,36.9741,122.341671,2,,CHN,3.21687701710021
28978,36.986369,122.336016,8,13.6116564313294,CHN,7.04046503824663
28979,36.985671,122.319043,2,,CHN,2.7967521058383
28980,36.992656,122.310183,2,,CHN,2.76889831101656
29040,37.412377,121.865982,21,38.9218405020926,CHN,11.6085670932026
29041,37.397205,121.878776,5,7.68577442896042,CHN,4.24277799594796
29042,37.38123,121.877029,6,8.93412452942978,CHN,5.77939683733559
29043,37.375794,121.847192,23,47.379253108383,CHN,19.7526208249123
29044,37.324413,121.846853,8,13.8432475477218,CHN,4.69450221726084
29045,37.201805,121.531237,16,31.1893552715441,CHN,10.8837195426092
29046,36.970714,121.210402,18,36.1338076240784,CHN,13.6746803668041
29047,37.267694,121.433803,10,18.3252516294169,CHN,7.99255427284187
29048,37.247224,121.423036,4,,CHN,4.68747530638433
29049,37.234795,121.424692,2,,CHN,2.61565738164476
29050,36.932436,121.228441,6,9.80762697705998,CHN,4.8241538414278
